gene	length_nt	header
Rpl22l1	369	lcl|NC_000069.7_cds_NP_080793.1_14950 [gene=Rpl22l1] [db_xref=CCDS:CCDS17278.1,GeneID:68028] [protein=ribosomal protein eL22-like 1 isoform 1] [protein_id=NP_080793.1] [location=join(28859684..28859692,28860649..28860741,28860886..28861007,28861336..28861480)] [gbkey=CDS]
Rpl22l1	366	lcl|NC_000069.7_cds_NP_001334155.1_14951 [gene=Rpl22l1] [db_xref=CCDS:CCDS84615.1,GeneID:68028] [protein=ribosomal protein eL22-like 1 isoform 2] [protein_id=NP_001334155.1] [location=join(28859684..28859692,28860652..28860741,28860886..28861007,28861336..28861480)] [gbkey=CDS]
Rpl13-ps6	636	lcl|NC_000069.7_cds_XP_036019379.1_15557 [gene=Rpl13-ps6] [db_xref=GeneID:100040416] [protein=60S ribosomal protein L13-like] [protein_id=XP_036019379.1] [location=58894591..58895226] [gbkey=CDS]
Rps3a1	795	lcl|NC_000069.7_cds_NP_058655.3_16061 [gene=Rps3a1] [db_xref=CCDS:CCDS17446.1,GeneID:20091] [protein=small ribosomal subunit protein eS1] [protein_id=NP_058655.3] [location=complement(join(86045296..86045417,86045790..86045899,86046347..86046555,86048546..86048733,86049005..86049108,86049815..86049876))] [gbkey=CDS]
Rps27	255	lcl|NC_000069.7_cds_NP_081291.1_16659 [gene=Rps27] [db_xref=CCDS:CCDS50970.1,GeneID:57294] [protein=small ribosomal subunit protein eS27] [protein_id=NP_081291.1] [location=complement(join(90120032..90120060,90120241..90120351,90120500..90120608,90120917..90120922))] [gbkey=CDS]
Rpl34	354	lcl|NC_000069.7_cds_XP_036019156.1_18354 [gene=Rpl34] [db_xref=GeneID:68436] [protein=large ribosomal subunit protein eL34 isoform X1] [protein_id=XP_036019156.1] [location=complement(join(130520524..130520608,130522397..130522500,130522700..130522799,130522878..130522942))] [gbkey=CDS]
Rpl34	354	lcl|NC_000069.7_cds_NP_001005859.1_18355 [gene=Rpl34] [db_xref=CCDS:CCDS17841.1,GeneID:68436] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001005859.1] [location=complement(join(130520524..130520608,130522397..130522500,130522700..130522799,130522878..130522942))] [gbkey=CDS]
Rpl34	354	lcl|NC_000069.7_cds_NP_081000.1_18356 [gene=Rpl34] [db_xref=CCDS:CCDS17841.1,GeneID:68436] [protein=large ribosomal subunit protein eL34] [protein_id=NP_081000.1] [location=complement(join(130520524..130520608,130522397..130522500,130522700..130522799,130522878..130522942))] [gbkey=CDS]
Rpl34	354	lcl|NC_000069.7_cds_NP_001274510.1_18357 [gene=Rpl34] [db_xref=CCDS:CCDS17841.1,GeneID:68436] [protein=large ribosomal subunit protein eL34] [protein_id=NP_001274510.1] [location=complement(join(130520524..130520608,130522397..130522500,130522700..130522799,130522878..130522942))] [gbkey=CDS]
Rps20	360	lcl|NC_000070.7_cds_NP_080423.1_19158 [gene=Rps20] [db_xref=CCDS:CCDS17940.1,GeneID:67427] [protein=small ribosomal subunit protein uS10] [protein_id=NP_080423.1] [location=complement(join(3834501..3834683,3834936..3835009,3835192..3835291,3835484..3835486))] [gbkey=CDS]
Rps6	750	lcl|NC_000070.7_cds_NP_033122.1_21077 [gene=Rps6] [db_xref=CCDS:CCDS18310.1,GeneID:20104] [protein=small ribosomal subunit protein eS6] [protein_id=NP_033122.1] [location=complement(join(86772939..86773192,86774104..86774250,86774383..86774593,86774965..86775096,86775558..86775563))] [gbkey=CDS]
Rps8	627	lcl|NC_000070.7_cds_NP_033124.1_22284 [gene=Rps8] [db_xref=CCDS:CCDS18530.1,GeneID:20116] [protein=small ribosomal subunit protein eS8] [protein_id=NP_033124.1] [location=complement(join(117011075..117011184,117011496..117011625,117011835..117012010,117012205..117012304,117012768..117012874,117013255..117013258))] [gbkey=CDS]
Rps6ka1	2175	lcl|NC_000070.7_cds_NP_001272434.1_23528 [gene=Rps6ka1] [db_xref=CCDS:CCDS71488.1,GeneID:20111] [protein=ribosomal protein S6 kinase alpha-1 isoform b] [protein_id=NP_001272434.1] [location=complement(join(133575363..133575485,133575833..133575970,133578012..133578129,133578249..133578325,133578476..133578637,133587364..133587522,133587822..133587911,133588128..133588253,133588727..133588857,133590959..133591061,133591317..133591381,133592336..133592424,133592672..133592709,133593074..133593216,133593673..133593710,133594434..133594540,133596577..133596656,133596810..133596890,133598861..133598942,133599198..133599314,133608228..133608272,133614881..133614943))] [gbkey=CDS]
Rps6ka1	2208	lcl|NC_000070.7_cds_NP_033123.2_23529 [gene=Rps6ka1] [db_xref=CCDS:CCDS18758.2,GeneID:20111] [protein=ribosomal protein S6 kinase alpha-1 isoform a] [protein_id=NP_033123.2] [location=complement(join(133575363..133575485,133575833..133575970,133578012..133578129,133578249..133578325,133578476..133578637,133587364..133587522,133587822..133587911,133588128..133588253,133588727..133588857,133590959..133591061,133591317..133591381,133592336..133592424,133592672..133592742,133593074..133593216,133593673..133593710,133594434..133594540,133596577..133596656,133596810..133596890,133598861..133598942,133599198..133599314,133608228..133608272,133614881..133614943))] [gbkey=CDS]
Rps6ka1	2208	lcl|NC_000070.7_cds_XP_036019817.1_23530 [gene=Rps6ka1] [db_xref=GeneID:20111] [protein=ribosomal protein S6 kinase alpha-1 isoform X1] [protein_id=XP_036019817.1] [location=complement(join(133575363..133575485,133575833..133575970,133578012..133578129,133578249..133578325,133578476..133578637,133587364..133587522,133587822..133587911,133588128..133588253,133588727..133588857,133590959..133591061,133591317..133591381,133592336..133592424,133592672..133592742,133593074..133593216,133593673..133593710,133594434..133594540,133596577..133596656,133596810..133596890,133598861..133598942,133599198..133599314,133608228..133608272,133614881..133614943))] [gbkey=CDS]
Rps6ka1	2160	lcl|NC_000070.7_cds_NP_001272435.1_23531 [gene=Rps6ka1] [db_xref=CCDS:CCDS71487.1,GeneID:20111] [protein=ribosomal protein S6 kinase alpha-1 isoform c] [protein_id=NP_001272435.1] [location=complement(join(133575363..133575485,133575833..133575970,133578012..133578129,133578249..133578325,133578476..133578637,133587364..133587522,133587822..133587911,133588128..133588253,133588727..133588857,133590959..133591061,133591317..133591381,133592336..133592424,133592672..133592742,133593074..133593216,133593673..133593710,133594434..133594540,133596577..133596656,133596810..133596890,133598861..133598942,133599198..133599314,133601919..133601978))] [gbkey=CDS]
Rps6ka1	2226	lcl|NC_000070.7_cds_NP_001365809.1_23532 [gene=Rps6ka1] [db_xref=GeneID:20111] [protein=ribosomal protein S6 kinase alpha-1 isoform d] [protein_id=NP_001365809.1] [location=complement(join(133575363..133575485,133575833..133575970,133578012..133578129,133578249..133578325,133578476..133578637,133587364..133587522,133587822..133587911,133588128..133588253,133588727..133588857,133590959..133591061,133591317..133591381,133592336..133592424,133592672..133592742,133593074..133593216,133593673..133593710,133594434..133594540,133596577..133596656,133596810..133596890,133598861..133598942,133599198..133599314,133600155..133600280))] [gbkey=CDS]
Rpl11	537	lcl|NC_000070.7_cds_NP_080195.1_23747 [gene=Rpl11] [db_xref=CCDS:CCDS18799.1,GeneID:67025] [protein=large ribosomal subunit protein uL5] [protein_id=NP_080195.1] [location=complement(join(135777298..135777327,135777591..135777701,135778482..135778613,135778925..135779031,135779878..135780028,135780659..135780664))] [gbkey=CDS]
Rpl11	546	lcl|NC_000070.7_cds_XP_006539175.1_23748 [gene=Rpl11] [db_xref=GeneID:67025] [protein=large ribosomal subunit protein uL5 isoform X1] [protein_id=XP_006539175.1] [location=complement(join(135777298..135777327,135777591..135777701,135778482..135778613,135778925..135779031,135779878..135780028,135780281..135780295))] [gbkey=CDS]
Rpl22	456	lcl|NC_000070.7_cds_NP_001264042.1_24849 [gene=Rpl22] [db_xref=GeneID:19934] [protein=large ribosomal subunit protein eL22 isoform b] [protein_id=NP_001264042.1] [location=join(152408932..152409012,152411938..152412042,152414461..152414585,152416737..152416881)] [gbkey=CDS]
Rpl22	387	lcl|NC_000070.7_cds_NP_033105.1_24850 [gene=Rpl22] [db_xref=CCDS:CCDS18999.1,GeneID:19934] [protein=large ribosomal subunit protein eL22 isoform a] [protein_id=NP_033105.1] [location=join(152410341..152410352,152411938..152412042,152414461..152414585,152416737..152416881)] [gbkey=CDS]
Rpl22	270	lcl|NC_000070.7_cds_NP_001264043.1_24851 [gene=Rpl22] [db_xref=GeneID:19934] [protein=large ribosomal subunit protein eL22 isoform c] [protein_id=NP_001264043.1] [location=join(152410341..152410352,152411938..152412042,152414461..152414585,152416717..152416744)] [gbkey=CDS]
Rpl9	579	lcl|NC_000071.7_cds_NP_035422.1_27012 [gene=Rpl9] [db_xref=CCDS:CCDS39097.1,GeneID:20005] [protein=large ribosomal subunit protein uL6] [protein_id=NP_035422.1] [location=complement(join(65545916..65546022,65546414..65546494,65546821..65546953,65547731..65547826,65548082..65548197,65548289..65548334))] [gbkey=CDS]
Rps15a-ps5	393	lcl|NC_000071.7_cds_XP_036021575.1_28269 [gene=Rps15a-ps5] [db_xref=GeneID:100042335] [protein=40S ribosomal protein S15a-like] [protein_id=XP_036021575.1] [location=complement(105945187..105945579)] [gbkey=CDS]
Rpl5	894	lcl|NC_000071.7_cds_NP_058676.1_28425 [gene=Rpl5] [db_xref=CCDS:CCDS39199.1,GeneID:100503670] [protein=large ribosomal subunit protein uL18] [protein_id=NP_058676.1] [location=join(108048510..108048512,108049736..108049805,108049888..108050003,108051135..108051269,108051532..108051734,108052583..108052760,108055055..108055143,108055763..108055862)] [gbkey=CDS]
Rpl5	891	lcl|NC_000071.7_cds_XP_006534747.1_28426 [gene=Rpl5] [db_xref=GeneID:100503670] [protein=large ribosomal subunit protein uL18 isoform X1] [protein_id=XP_006534747.1] [location=join(108048510..108048512,108049736..108049805,108049888..108050003,108051135..108051269,108051532..108051734,108052583..108052760,108055058..108055143,108055763..108055862)] [gbkey=CDS]
Rpl37rt	294	lcl|NC_000071.7_cds_NP_001258519.1_28964 [gene=Rpl37rt] [db_xref=GeneID:100502825] [protein=large ribosomal subunit protein eL37] [protein_id=NP_001258519.1] [location=complement(115241287..115241580)] [gbkey=CDS]
Rpl37rt	294	lcl|NC_000071.7_cds_NP_001258520.1_28965 [gene=Rpl37rt] [db_xref=GeneID:100502825] [protein=large ribosomal subunit protein eL37] [protein_id=NP_001258520.1] [location=complement(115241287..115241580)] [gbkey=CDS]
Rpl6	891	lcl|NC_000071.7_cds_NP_001408239.1_29243 [gene=Rpl6] [db_xref=GeneID:19988] [protein=large ribosomal subunit protein eL6] [protein_id=NP_001408239.1] [location=join(121343469..121343726,121343817..121343918,121344730..121344873,121345210..121345258,121346454..121346638,121346845..121346997)] [gbkey=CDS]
Rpl6	891	lcl|NC_000071.7_cds_NP_035420.2_29244 [gene=Rpl6] [db_xref=CCDS:CCDS19632.1,GeneID:19988] [protein=large ribosomal subunit protein eL6] [protein_id=NP_035420.2] [location=join(121343469..121343726,121343817..121343918,121344730..121344873,121345210..121345258,121346454..121346638,121346845..121346997)] [gbkey=CDS]
Rpl21	483	lcl|NC_000071.7_cds_NP_001395917.1_31124 [gene=Rpl21] [db_xref=GeneID:19933] [protein=large ribosomal subunit protein eL21] [protein_id=NP_001395917.1] [location=join(146771006..146771072,146771258..146771319,146771802..146771914,146772374..146772524,146772674..146772763)] [gbkey=CDS]
Rpl21	483	lcl|NC_000071.7_cds_NP_001395918.1_31125 [gene=Rpl21] [db_xref=GeneID:19933] [protein=large ribosomal subunit protein eL21] [protein_id=NP_001395918.1] [location=join(146771006..146771072,146771258..146771319,146771802..146771914,146772374..146772524,146772674..146772763)] [gbkey=CDS]
Rpl21	483	lcl|NC_000071.7_cds_NP_062621.2_31126 [gene=Rpl21] [db_xref=CCDS:CCDS19872.1,GeneID:19933] [protein=large ribosomal subunit protein eL21] [protein_id=NP_062621.2] [location=join(146771006..146771072,146771258..146771319,146771802..146771914,146772374..146772524,146772674..146772763)] [gbkey=CDS]
Rpl34-ps1	354	lcl|NC_000072.7_cds_NP_001186279.1_33335 [gene=Rpl34-ps1] [db_xref=GeneID:619547] [protein=ribosomal protein L34, pseudogene 1] [protein_id=NP_001186279.1] [location=71101594..71101947] [gbkey=CDS]
Rpl32	408	lcl|NC_000072.7_cds_NP_742083.1_34855 [gene=Rpl32] [db_xref=CCDS:CCDS20443.1,GeneID:19951] [protein=large ribosomal subunit protein eL32] [protein_id=NP_742083.1] [location=complement(join(115782520..115782649,115783947..115784128,115784763..115784858))] [gbkey=CDS]
Rps9	585	lcl|NC_000073.7_cds_NP_001405988.1_36710 [gene=Rps9] [db_xref=GeneID:76846] [protein=small ribosomal subunit protein uS4 isoform 1] [protein_id=NP_001405988.1] [location=join(3707351..3707447,3707645..3707767,3708732..3708918,3709650..3709827)] [gbkey=CDS]
Rps9	585	lcl|NC_000073.7_cds_NP_001405989.1_36711 [gene=Rps9] [db_xref=GeneID:76846] [protein=small ribosomal subunit protein uS4 isoform 1] [protein_id=NP_001405989.1] [location=join(3707351..3707447,3707645..3707767,3708732..3708918,3709650..3709827)] [gbkey=CDS]
Rps9	585	lcl|NC_000073.7_cds_NP_084043.1_36712 [gene=Rps9] [db_xref=CCDS:CCDS20726.1,GeneID:76846] [protein=small ribosomal subunit protein uS4 isoform 1] [protein_id=NP_084043.1] [location=join(3707351..3707447,3707645..3707767,3708732..3708918,3709650..3709827)] [gbkey=CDS]
Rps9	582	lcl|NC_000073.7_cds_NP_001405986.1_36713 [gene=Rps9] [db_xref=GeneID:76846] [protein=small ribosomal subunit protein uS4 isoform 2] [protein_id=NP_001405986.1] [location=join(3707351..3707447,3707648..3707767,3708732..3708918,3709650..3709827)] [gbkey=CDS]
Rps9	462	lcl|NC_000073.7_cds_NP_001405987.1_36714 [gene=Rps9] [db_xref=GeneID:76846] [protein=small ribosomal subunit protein uS4 isoform 3] [protein_id=NP_001405987.1] [location=join(3707351..3707447,3708732..3708918,3709650..3709827)] [gbkey=CDS]
Rpl28	414	lcl|NC_000073.7_cds_NP_033107.1_36902 [gene=Rpl28] [db_xref=CCDS:CCDS39742.1,GeneID:19943] [protein=large ribosomal subunit protein eL28] [protein_id=NP_033107.1] [location=join(4796328..4796408,4796502..4796625,4797063..4797181,4797417..4797506)] [gbkey=CDS]
Rps5	615	lcl|NC_000073.7_cds_XP_036008703.1_37335 [gene=Rps5] [db_xref=GeneID:20103] [protein=small ribosomal subunit protein uS7 isoform X1] [protein_id=XP_036008703.1] [location=join(12656901..12657008,12659319..12659528,12659664..12659792,12660323..12660421,12660499..12660567)] [gbkey=CDS]
Rps5	615	lcl|NC_000073.7_cds_NP_001404155.1_37336 [gene=Rps5] [db_xref=GeneID:20103] [protein=small ribosomal subunit protein uS7] [protein_id=NP_001404155.1] [location=join(12656901..12657008,12659319..12659528,12659664..12659792,12660323..12660421,12660499..12660567)] [gbkey=CDS]
Rps5	615	lcl|NC_000073.7_cds_NP_033121.2_37337 [gene=Rps5] [db_xref=CCDS:CCDS20817.1,GeneID:20103] [protein=small ribosomal subunit protein uS7] [protein_id=NP_033121.2] [location=join(12656901..12657008,12659319..12659528,12659664..12659792,12660323..12660421,12660499..12660567)] [gbkey=CDS]
Rps19	471	lcl|NC_000073.7_cds_NP_001347045.1_38094 [gene=Rps19] [db_xref=GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform b] [protein_id=NP_001347045.1] [location=join(24584242..24584274,24584561..24584631,24584877..24584977,24587707..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps19	315	lcl|NC_000073.7_cds_NP_001347057.1_38095 [gene=Rps19] [db_xref=GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform e] [protein_id=NP_001347057.1] [location=join(24584561..24584631,24584877..24584977,24587707..24587747,24588332..24588386,24589166..24589212)] [gbkey=CDS]
Rps19	438	lcl|NC_000073.7_cds_NP_075622.1_38096 [gene=Rps19] [db_xref=CCDS:CCDS20966.1,GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform a] [protein_id=NP_075622.1] [location=join(24584561..24584631,24584877..24584977,24587707..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps19	438	lcl|NC_000073.7_cds_NP_001347047.1_38097 [gene=Rps19] [db_xref=CCDS:CCDS20966.1,GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform a] [protein_id=NP_001347047.1] [location=join(24584561..24584631,24584877..24584977,24587707..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps19	438	lcl|NC_000073.7_cds_NP_001347048.1_38098 [gene=Rps19] [db_xref=CCDS:CCDS20966.1,GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform a] [protein_id=NP_001347048.1] [location=join(24584561..24584631,24584877..24584977,24587707..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps19	438	lcl|NC_000073.7_cds_NP_001347044.2_38099 [gene=Rps19] [db_xref=GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform a] [protein_id=NP_001347044.2] [location=join(24584561..24584631,24584877..24584977,24587707..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps19	408	lcl|NC_000073.7_cds_NP_001347054.1_38100 [gene=Rps19] [db_xref=GeneID:20085] [protein=small ribosomal subunit protein eS19 isoform d] [protein_id=NP_001347054.1] [location=join(24584561..24584631,24584877..24584977,24587737..24587890,24588332..24588386,24589166..24589192)] [gbkey=CDS]
Rps16	441	lcl|NC_000073.7_cds_NP_038675.2_38469 [gene=Rps16] [db_xref=CCDS:CCDS39858.1,GeneID:20055] [protein=small ribosomal subunit protein uS9] [protein_id=NP_038675.2] [location=join(28050229..28050276,28050417..28050518,28051602..28051698,28051788..28051835,28051919..28052064)] [gbkey=CDS]
Rps11	477	lcl|NC_000073.7_cds_NP_038753.1_39827 [gene=Rps11] [db_xref=CCDS:CCDS39947.1,GeneID:27207] [protein=small ribosomal subunit protein uS17] [protein_id=NP_038753.1] [location=complement(join(44771859..44771982,44772253..44772382,44772587..44772662,44772843..44772974,44773721..44773735))] [gbkey=CDS]
Rpl13a	612	lcl|NC_000073.7_cds_NP_033464.2_39828 [gene=Rpl13a] [db_xref=CCDS:CCDS21230.1,GeneID:22121] [protein=large ribosomal subunit protein uL13] [protein_id=NP_033464.2] [location=complement(join(44775370..44775456,44775539..44775661,44775902..44775961,44776133..44776218,44776415..44776516,44776633..44776698,44776920..44776992,44778124..44778138))] [gbkey=CDS]
